,CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco(CH3),genero(CH04),edad(CH06),cob_medica(CH08),NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind,AE_ctrol_ind_sum,adulto_equivalente,pobreza
3183,TQRMNOPUWHMOLPCDEFKID00714229,2022,4,1,1,43,S,4,768,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,5,2,3,150000,6,7.0,6,6.0,,6,30000.0,3,3.0,2,3.0,,2,1465,1,2,98,0,0,0,1,2,32,1,5,3,0,0.77,3.6799999999999997,40760.87,1
3186,TQRMNOQQXHJMLQCDEFKID00795325,2022,4,1,1,43,S,4,811,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,6374,1,1.0,1,1.0,,1,2124.67,1,1.0,1,1.0,,1,1274,2,0,98,0,0,0,1,1,32,1,2,3,0,1.0,2.13,2992.49,1
3187,TQRMNOQSWHJMLRCDEFKID00795326,2022,4,1,1,43,S,4,637,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,0,2,40000,1,1.0,1,1.0,,1,20000.0,1,2.0,1,1.0,,1,1090,1,2,98,0,0,0,1,1,62,4,2,3,0,0.83,1.85,21621.62,1
3188,TQRMNOSRQHJMLUCDEHPJB00795327,2022,4,1,1,40,S,29,360,1,,3,1,,2,1,1,1,,1,1,2,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,75550,2,3.0,3,2.0,,3,25183.33,2,2.0,3,2.0,,3,441,2,0,98,0,0,0,1,1,55,1,4,3,0,1.0,2.3200000000000003,32564.66,1
3189,TQRMNOQVYHMMLOCDEGOIH00714164,2022,4,1,1,40,N,18,274,1,,4,1,,1,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,0,5,220000,8,8.0,9,,9.0,10,44000.0,4,5.0,6,,5.0,7,278,3,4,98,0,0,0,1,1,57,1,2,0,1,1.0,4.55,48351.65,1
3192,TQRMNOPPWHMOKMCDEHPJB00714192,2022,4,1,1,40,S,29,485,1,,3,1,,4,1,1,1,,1,1,1,3,2,1,2,3,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,1,6,83000,3,3.0,4,3.0,,4,11857.14,1,1.0,1,1.0,,1,566,2,0,98,0,0,0,1,1,52,1,3,3,0,1.0,6.08,13651.32,1
3193,TQRMNOPQPHJMLNCDEHGHJ00795329,2022,4,1,1,44,N,20,181,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,1,4,107000,4,5.0,3,,5.0,3,21400.0,2,2.0,1,,2.0,2,169,2,0,98,0,0,0,1,1,40,3,3,2,0,1.0,4.18,25598.09,1
3196,TQRMNOQTRHKNLQCDEGPDJ00789839,2022,4,1,1,40,N,19,161,1,,3,2,,2,1,1,1,,1,1,1,1,1,2,2,3,3,2,0,1,2,1,2,0,2,0,2,,1,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,0,6,151000,6,7.0,7,,7.0,7,25166.67,2,2.0,3,,2.0,3,161,2,0,98,0,0,0,1,1,48,1,6,3,0,1.0,5.52,27355.07,1
3197,TQRMNOQSSHJMKNCDEIGED00795330,2022,4,1,1,43,N,30,138,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,60000,2,2.0,2,,2.0,2,15000.0,1,1.0,1,,1.0,1,275,1,0,98,0,0,0,1,2,46,4,2,3,0,0.76,3.8200000000000003,15706.81,1
3202,TQRMNOVQVHJNMQCDEIJAH00795332,2022,4,1,1,1,S,33,1375,2,,2,1,,4,1,1,1,,1,1,2,3,2,1,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,75000,2,,2,2.0,,2,25000.0,2,,2,2.0,,2,2676,1,0,2,3,0,0,1,2,66,1,4,0,1,0.67,2.67,28089.89,1
3204,TQRMNOPPTHJNOPCDEIJAH00794613,2022,4,1,1,1,S,33,2185,1,,4,1,,1,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,2,2,2,0,0,0,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,77000,2,,2,2.0,,2,25666.67,2,,2,2.0,,2,2326,1,0,98,0,0,0,1,2,48,1,6,3,0,0.76,2.27,33920.7,1
3217,TQRMNOUUWHKOKSCDEOHCH00794619,2022,4,1,1,44,N,91,191,1,,1,1,,4,1,2,1,,1,1,2,3,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,60000,2,2.0,1,,2.0,2,15000.0,1,1.0,1,,1.0,1,192,2,0,98,0,0,0,1,1,25,4,4,3,0,1.02,2.6,23076.92,1
3220,TQRMNOPQUHLOLPCDEFOCD00794620,2022,4,1,1,41,N,8,419,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,2,,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,150000,6,6.0,7,,7.0,8,37500.0,4,4.0,5,,4.0,5,428,1,2,98,0,0,0,1,2,46,1,3,3,0,0.76,3.19,47021.94,1
3222,TQRMNOQYXHKMKSCDEGPDJ00789842,2022,4,1,1,40,N,19,194,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,6,,1,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,35000,1,1.0,1,,1.0,1,35000.0,3,3.0,5,,4.0,5,194,1,0,98,0,0,0,1,1,55,4,3,3,0,1.0,1.0,35000.0,1
3224,TQRMNORYTHJMLMCDEGPDJ00794621,2022,4,1,1,40,N,19,227,1,,3,1,,2,2,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,149000,6,6.0,7,,6.0,7,37250.0,4,4.0,5,,4.0,5,227,2,0,3,0,0,0,1,1,43,1,5,3,0,1.0,3.26,45705.52,1
3225,TQRMNOPWVHJLLNCDEGPDJ00794165,2022,4,2,1,40,N,19,224,1,,2,1,,2,2,1,1,,1,1,1,1,1,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,72000,2,2.0,3,,3.0,3,24000.0,2,2.0,3,,2.0,3,224,1,0,98,0,0,0,1,2,33,1,5,3,0,0.77,2.3200000000000003,31034.48,1
3226,TQRMNORSPHJLLNCDEGPDJ00794622,2022,4,1,1,40,N,19,239,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,1,3,97000,4,4.0,4,,4.0,5,24250.0,2,2.0,3,,2.0,3,239,1,0,98,0,0,0,1,2,44,4,5,2,0,0.77,3.24,29938.27,1
3227,TQRMNORSSHJLLNCDEGPDJ00794623,2022,4,1,1,40,N,19,245,1,,2,1,,2,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,2,3,90000,3,3.0,4,,4.0,4,18000.0,1,1.0,2,,1.0,2,245,2,0,98,0,0,0,1,1,36,1,6,3,0,1.0,4.02,22388.06,1
3246,TQRMNOQTSHKMKOCDEGGFB00788647,2022,4,1,1,42,S,10,396,1,,3,1,,1,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,0,4,68000,2,2.0,2,2.0,,2,17000.0,1,1.0,1,1.0,,1,541,1,2,3,4,0,0,1,2,39,1,4,3,0,0.77,3.04,22368.42,1
3249,TQRMNOSSXHKOKRCDEGGFB00794743,2022,4,1,1,42,S,10,634,2,,4,2,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,0,3,15000,1,1.0,1,1.0,,1,5000.0,1,1.0,1,1.0,,1,916,97,0,1,2,3,0,1,1,20,4,4,3,0,1.02,3.04,4934.21,1
3250,TQRMNOSRQHKNKSCDEGGFB00788578,2022,4,1,1,42,S,10,606,1,,3,1,,1,2,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,138800,5,6.0,6,5.0,,6,34700.0,3,3.0,3,3.0,,3,936,1,0,2,3,4,0,1,1,58,1,4,3,0,1.0,3.54,39209.04,1
3253,TQSMNOQXXHMMTPCDEIJAH00714150,2022,4,1,1,1,S,33,1417,2,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,3,106200,4,,4,4.0,,4,35400.0,3,,3,3.0,,4,2474,1,2,3,0,0,0,1,2,64,1,2,3,0,0.67,2.43,43703.7,1
3255,TQRMNOSWTHJOKNCDEGPDJ00794853,2022,4,1,1,40,N,19,262,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,6,0,6,165000,6,7.0,8,,7.0,8,27500.0,2,3.0,4,,3.0,4,262,2,0,98,0,0,0,1,1,39,1,4,3,0,1.0,5.34,30898.88,1
3264,TQRMNOQRRHLNKPCDEGPDJ00716798,2022,4,1,1,40,N,19,135,1,,3,2,,2,2,1,1,,1,1,1,1,2,1,2,3,1,2,0,2,1,2,2,0,2,0,4,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,2,2,120000,5,5.0,6,,5.0,6,30000.0,3,3.0,4,,3.0,4,135,2,0,98,0,0,0,1,1,47,1,6,3,0,1.0,2.92,41095.89,1
3265,TQRMNOQRTHLNKPCDEGPDJ00716826,2022,4,1,1,40,N,19,144,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,4,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,10,3,7,278000,9,9.0,10,,9.0,10,27800.0,2,3.0,4,,3.0,4,144,2,4,98,0,0,0,1,2,76,1,2,0,1,0.63,7.87,35324.02,1
3270,TQRMNORQYHKMKOCDEFIAH00794857,2022,4,1,1,43,S,2,687,1,,2,2,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,125000,5,5.0,5,5.0,,5,25000.0,2,2.0,2,2.0,,2,1469,1,2,98,0,0,0,1,2,35,1,6,3,0,0.77,3.45,36231.88,1
3283,TQRMNPQRWHJOLQCDEFLID00794996,2022,4,1,1,43,S,5,795,1,,3,1,,1,1,1,2,,1,1,1,2,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,103500,4,4.0,4,4.0,,4,25875.0,2,2.0,2,2.0,,2,1241,1,0,98,0,0,0,1,2,31,4,3,0,4,0.77,2.9,35689.66,1
3284,TQRMNOPVWHMOLQCDEFLID00713171,2022,4,1,1,43,S,5,279,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,61000,2,2.0,2,2.0,,2,30500.0,3,3.0,2,3.0,,3,502,1,0,2,0,0,0,1,2,70,1,1,0,1,0.67,1.4300000000000002,42657.34,1
3287,TQRMNOPXYHJOKRCDEGOIH00794997,2022,4,1,1,40,N,18,309,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0,6,125000,5,5.0,6,,6.0,6,20833.33,2,2.0,2,,2.0,2,301,2,0,6,0,0,0,1,1,53,4,2,1,0,1.0,5.85,21367.52,1
3288,TQRMNPRYSHJOKRCDEGOIH00794998,2022,4,1,1,40,N,18,319,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,0,2,49000,1,1.0,2,,1.0,1,24500.0,2,2.0,3,,2.0,3,323,1,0,2,0,0,0,1,2,36,1,5,3,0,0.77,1.81,27071.82,1
3289,TQRMNOSUUHMOKOCDEGOIH00712367,2022,4,1,1,40,N,18,227,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,139000,5,6.0,7,,6.0,7,27800.0,2,3.0,4,,3.0,4,229,1,0,3,4,0,0,1,2,45,1,6,3,0,0.77,3.99,34837.09,1
3291,TQRMNOPYYHKOKRCDEGOIH00789756,2022,4,1,1,40,N,18,250,1,,6,1,,1,1,1,1,,1,1,1,2,2,2,2,6,5,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,9,0,9,314400,9,10.0,10,,10.0,10,34933.33,3,3.0,5,,4.0,5,246,2,0,7,8,0,0,1,1,66,1,2,0,1,0.83,7.86,40000.0,1
3299,TQRMNOQWYHJOLNCDEOJAH00795001,2022,4,1,1,44,N,93,136,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,124800,5,5.0,4,,6.0,4,31200.0,3,3.0,2,,3.0,2,122,1,2,98,0,0,0,1,2,67,1,7,0,1,0.67,2.97,42020.2,1
3301,TQRMNOQWXHJMLOCDEHIBB00795003,2022,4,1,1,40,N,22,143,1,,3,1,,2,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,100000,4,4.0,5,,4.0,4,25000.0,2,2.0,3,,2.0,3,172,1,0,98,0,0,0,1,1,56,1,4,3,0,1.0,3.3899999999999997,29498.53,1
3310,TQRMNOSYXHMNLUCDEIJAH00791888,2022,4,1,1,1,S,33,2356,1,,3,2,,4,1,1,1,,1,1,1,1,2,1,2,3,3,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,2,4,97800,4,,3,3.0,,4,16300.0,1,,1,1.0,,1,3033,2,0,3,0,0,0,1,1,73,1,1,0,1,0.83,4.4,22227.27,1
3312,TQSMNOPSQHLNMQCDEIJAH00719011,2022,4,1,1,1,S,33,2296,1,,2,1,,4,1,1,1,,2,0,0,0,2,1,2,2,1,2,0,1,2,2,2,0,2,0,2,,4,utiliza la cocina de la madre,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,60000,2,,2,2.0,,2,30000.0,3,,2,3.0,,3,3126,1,2,98,0,0,0,1,1,23,4,3,3,0,1.02,1.78,33707.87,1
3315,TQRMNOQSUHLOKTCDEHIBB00717122,2022,4,1,1,40,N,22,136,1,,2,2,,4,2,1,1,,1,1,1,1,2,1,2,2,2,2,0,1,1,2,2,0,2,0,2,,1,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,123000,5,5.0,6,,5.0,6,24600.0,2,2.0,3,,2.0,3,140,2,1,98,0,0,0,1,1,39,4,4,3,0,1.0,3.59,34261.84,1
3327,TQRMNOQVTHKOMLCDEFIAH00787317,2022,4,1,1,43,S,2,1285,1,,1,3,,4,2,1,1,,1,1,2,2,2,2,2,1,1,2,0,1,1,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,80000,3,3.0,3,2.0,,3,40000.0,4,4.0,4,4.0,,3,2078,2,1,98,0,0,0,1,1,51,4,1,3,0,1.0,1.77,45197.74,1
3331,TQRMNORUQHMOMMCDEFIAH00713192,2022,4,1,1,43,S,2,534,1,,3,1,,4,1,1,1,,1,1,1,3,2,2,2,3,3,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,1,4,108000,4,5.0,4,4.0,,4,21600.0,2,2.0,2,2.0,,1,1231,1,2,98,0,0,0,1,2,35,1,4,3,0,0.77,3.98,27135.68,1
3345,TQRMNOPYPHLMLUCDEGJBF00716035,2022,4,1,1,43,S,13,675,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,4,0,4,120000,5,5.0,5,5.0,,5,30000.0,3,3.0,2,3.0,,2,673,2,0,98,0,0,0,1,1,46,1,4,3,0,1.0,3.24,37037.04,1
3348,TQRMNOQSUHJMKRCDEHIBB00795230,2022,4,1,1,40,N,22,192,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,4,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,5,1,4,190000,7,8.0,8,,8.0,8,38000.0,4,4.0,5,,4.0,5,289,1,0,2,3,0,0,1,1,45,1,4,3,0,1.0,4.47,42505.59,1
3350,TQRMNOSPYHLNMLCDEIKAH00719821,2022,4,1,1,43,S,34,664,1,,2,1,,1,1,1,1,,1,1,1,1,2,1,2,2,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,2,2,73000,2,2.0,2,2.0,,2,18250.0,1,1.0,1,1.0,,1,1096,1,2,98,0,0,0,1,2,32,2,5,1,0,0.77,2.7800000000000002,26258.99,1
3352,TQRMNOQQWHJMKOCDEFJAH00795333,2022,4,1,1,43,N,3,405,1,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,1,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,25000,1,1.0,1,,1.0,1,25000.0,2,2.0,2,,2.0,2,569,1,0,97,0,0,0,1,1,49,4,3,3,0,1.0,1.0,25000.0,1
3353,TQRMNOPQXHMOKRCDEOJAH00714365,2022,4,1,1,44,N,93,49,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,110000,4,5.0,3,,5.0,3,27500.0,2,3.0,2,,3.0,2,62,2,0,1,0,0,0,1,1,52,1,6,3,0,1.0,3.52,31250.0,1
3355,TQRMNORVRHMOKMCDEHIBB00713545,2022,4,1,1,40,N,22,135,1,,4,1,,2,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,2,2,2,0,1,2,1,,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,190000,7,8.0,8,,8.0,8,38000.0,4,4.0,5,,4.0,5,202,2,4,5,0,0,0,1,1,51,4,4,2,0,1.0,4.3,44186.05,1
3356,TQRMNORVUHMOKMCDEHIBB00714451,2022,4,1,1,40,N,22,131,1,,2,1,,1,2,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,88000,3,3.0,4,,3.0,3,17600.0,1,1.0,2,,1.0,2,177,2,0,98,0,0,0,1,1,47,4,4,2,0,1.0,4.26,20657.28,1
3357,TQRMNOTSYHJOKMCDEHIBB00795334,2022,4,1,1,40,N,22,188,1,,2,2,,1,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,60800,2,2.0,2,,2.0,2,20266.67,2,2.0,2,,2.0,2,243,1,2,98,0,0,0,1,2,32,4,3,2,0,0.77,2.3,26434.78,1
3361,TQRMNOPXWHLOLQCDEFNFF00715303,2022,4,1,1,41,N,7,240,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,5,0,5,196000,7,8.0,9,,8.0,8,39200.0,4,4.0,5,,4.0,4,477,5,0,4,0,0,0,1,1,41,1,3,3,0,1.0,4.83,40579.71,1
3365,TQRMNOQQTHMMKUCDEHPJB00714067,2022,4,1,1,40,S,29,304,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,2,106700,4,4.0,5,4.0,,5,35566.67,3,4.0,5,3.0,,5,385,1,0,2,0,0,0,1,2,37,4,6,3,0,0.77,2.45,43551.02,1
3369,TQRMNOPPVHJOKRCDEHPJB00795340,2022,4,1,1,40,S,29,438,2,,2,2,,4,2,1,1,,1,1,1,3,1,2,2,2,2,2,0,1,1,2,2,0,2,0,2,,2,,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,62000,2,2.0,2,2.0,,2,31000.0,3,3.0,4,3.0,,4,391,1,0,2,0,0,0,1,2,49,1,3,3,0,0.76,1.52,40789.47,1
3370,TQRMNOQUWHJOKRCDEHPJB00795341,2022,4,1,1,40,S,29,390,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,101800,4,4.0,5,4.0,,5,25450.0,2,2.0,3,2.0,,3,469,1,2,98,0,0,0,1,2,65,1,4,0,1,0.67,2.9,35103.45,1
3380,TQRMNORVYHLOKPCDEHPJB00717845,2022,4,1,1,40,S,29,370,1,,3,2,,4,2,1,1,,1,1,2,3,1,2,1,3,2,2,0,1,1,2,2,0,2,0,7,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,2,3,169000,7,7.0,8,6.0,,8,33800.0,3,3.0,5,3.0,,5,474,2,0,1,0,0,0,1,2,56,1,4,3,0,0.76,3.49,48424.07,1
3381,TQRMNOQRRHKMLNCDEHGHJ00789910,2022,4,1,1,44,N,20,90,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,76000,2,3.0,2,,3.0,2,38000.0,4,4.0,2,,4.0,3,141,1,0,98,0,0,0,1,1,73,1,1,0,1,0.83,1.6,47500.0,1
3382,TQRMNORUUHMLLOCDEHPJB00717847,2022,4,1,1,40,S,29,379,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,0,5,76000,2,3.0,3,2.0,,3,15200.0,1,1.0,1,1.0,,1,511,2,0,98,0,0,0,1,1,51,4,5,2,0,1.0,4.32,17592.59,1
3386,TQRMNORQTHJOKNCDEGPDJ00794626,2022,4,1,1,40,N,19,245,1,,3,1,,2,2,1,1,,1,1,1,1,1,2,2,3,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,3,0,3,47400,1,1.0,1,,1.0,1,15800.0,1,1.0,1,,1.0,1,245,1,0,98,0,0,0,1,2,47,4,4,3,0,0.76,2.8,16928.57,1
3388,TQRMNOSPYHLLLLCDEGPDJ00716804,2022,4,1,1,40,N,19,220,1,,3,2,,1,1,1,1,,1,1,1,1,2,2,2,3,2,1,1,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,65000,2,2.0,2,,2.0,2,21666.67,2,2.0,2,,2.0,2,220,3,0,98,0,0,0,1,1,25,4,5,2,0,1.02,2.4699999999999998,26315.79,1
